Location,State,Lat,Long
CEIBA,PR,18.26,-65.64
ROOSEVELT RDS,PR,18.26,-65.64
ROOSEVELT ROADS,PR,18.26,-65.64
BRISAS DE CEIBA,PR,18.26,-65.64
EXT VILLA DEL PILAR,PR,18.26,-65.64
JARD AVILA,PR,18.26,-65.64
JARD DE CEIBA,PR,18.26,-65.64
JARD DE CEIBA II,PR,18.26,-65.64
PARC CALDERONAS,PR,18.26,-65.64
PARC CALDERONAS NUEVAS,PR,18.26,-65.64
PASEO DE LA COSTA,PR,18.26,-65.64
PASEOS DE CEIBA,PR,18.26,-65.64
RES LA CEIBA,PR,18.26,-65.64
URB CELINA,PR,18.26,-65.64
URB ROOSEVELT GDNS,PR,18.26,-65.64
URB SANTA MARIA,PR,18.26,-65.64
URB VEGAS DE CEIBA,PR,18.26,-65.64
VILLA DEL PILAR,PR,18.26,-65.64
CIALES,PR,18.33,-66.47
QTAS DE CIALES,PR,18.33,-66.47
URB DOS RIOS,PR,18.33,-66.47
URB MONTE REY,PR,18.33,-66.47
CIDRA,PR,18.17,-66.15
BOSQUE REAL,PR,18.17,-66.15
CIUDAD PRIMAVERA,PR,18.17,-66.15
EST DEL BOSQUE,PR,18.17,-66.15
HACIENDA PRIMAVERA,PR,18.17,-66.15
JARD DE RABANAL,PR,18.17,-66.15
JARD TREASURE ISLAND,PR,18.17,-66.15
PARC GANDARA,PR,18.17,-66.15
PARC GANDARA II,PR,18.17,-66.15
SECT CAMPOBELLO,PR,18.17,-66.15
SECT LOZADA,PR,18.17,-66.15
URB CAMPO BELLO,PR,18.17,-66.15
URB CAMPO LAGO,PR,18.17,-66.15
URB CAMPO PRIMAVERA,PR,18.17,-66.15
URB DOMINGO ALEJANDRO,PR,18.17,-66.15
URB DOMINGO RODRIGUEZ,PR,18.17,-66.15
URB FERRER,PR,18.17,-66.15
URB FREIRE,PR,18.17,-66.15
URB SABANERA,PR,18.17,-66.15
URB TREASURE VLY,PR,18.17,-66.15
VISTA MONTE,PR,18.17,-66.15
COAMO,PR,18.08,-66.36
ALTS DE COAMO,PR,18.08,-66.36
BDA SAN ANTONIO,PR,18.08,-66.36
EST DE COAMO,PR,18.08,-66.36
EST DE HUCAR,PR,18.08,-66.36
EXT JARD DE COAMO,PR,18.08,-66.36
HACIENDA MIRAFLORES,PR,18.08,-66.36
HACIENDAS MONTERREY,PR,18.08,-66.36
JARD DE COAMO,PR,18.08,-66.36
JARD DE SANTA ANA,PR,18.08,-66.36
MANS DE COAMO,PR,18.08,-66.36
PARC NIAGARA,PR,18.08,-66.36
PASEO REAL,PR,18.08,-66.36
URB BELLA VISTA EST,PR,18.08,-66.36
URB COAMO GDNS,PR,18.08,-66.36
URB EL BOSQUE,PR,18.08,-66.36
URB EL EDEN,PR,18.08,-66.36
URB LA ARBOLEDA,PR,18.08,-66.36
URB LAS AGUILAS,PR,18.08,-66.36
URB LAS FUENTES DE COAMO,PR,18.08,-66.36
URB MONTE FLORES,PR,18.08,-66.36
URB MONTE REAL,PR,18.08,-66.36
URB PARAISO DE COAMO,PR,18.08,-66.36
URB PROVINCIAS DEL RIO 1,PR,18.08,-66.36
URB PROVINCIAS DEL RIO 2,PR,18.08,-66.36
VALLE ARRIBA,PR,18.08,-66.36
VILLA CRISTINA,PR,18.08,-66.36
VILLA MADRID,PR,18.08,-66.36
VILLA SANTA CATALINA,PR,18.08,-66.36
VILLA TROPICAL,PR,18.08,-66.36
VISTA DEL SOL,PR,18.08,-66.36
VISTAS DE COAMO,PR,18.08,-66.36
COMERIO,PR,18.22,-66.22
URB ARIEL,PR,18.22,-66.22
URB LA HACIENDA,PR,18.22,-66.22
URB PASARELL,PR,18.22,-66.22
URB RIO PLATA,PR,18.22,-66.22
URB SABANA DEL PALMAR,PR,18.22,-66.22
COROZAL,PR,18.34,-66.31
BDA SOSTRE,PR,18.34,-66.31
BO PUEBLO,PR,18.34,-66.31
COLINAS DE COROZAL,PR,18.34,-66.31
EXT SYLVIA,PR,18.34,-66.31
LOMA LINDA,PR,18.34,-66.31
URB CERROMONTE,PR,18.34,-66.31
URB CIBUCO,PR,18.34,-66.31
URB EL CENTRO,PR,18.34,-66.31
URB MARIA DEL CARMEN,PR,18.34,-66.31
URB MONTEREY,PR,18.34,-66.31
URB MONTEVERDE,PR,18.34,-66.31
URB SAN FELIZ,PR,18.34,-66.31
URB SOBRINO,PR,18.34,-66.31
URB SYLVIA,PR,18.34,-66.31
VALLE DE ARAMANA,PR,18.34,-66.31
COTO LAUREL,PR,18.09,-66.57
PONCE,PR,18.09,-66.57
BO VERDUM,PR,18.09,-66.57
BRISAS DEL LAGO,PR,18.09,-66.57
BRISAS DEL LAUREL,PR,18.09,-66.57
EST DEL LAUREL,PR,18.09,-66.57
EXT LAGO HORIZONTE,PR,18.09,-66.57
HACIENDAS DEL MONTE,PR,18.09,-66.57
MANS DEL SUR,PR,18.09,-66.57
MANS REAL,PR,18.09,-66.57
URB EL LAUREL,PR,18.09,-66.57
URB LAGO HORIZONTE,PR,18.09,-66.57
URB LAUREL SUR,PR,18.09,-66.57
URB LLANOS DEL SUR,PR,18.09,-66.57
URB SANTA RITA,PR,18.09,-66.57
URB SANTA RITA 2,PR,18.09,-66.57
URB SANTA RITA 3,PR,18.09,-66.57
URB SOMBRAS DEL REAL,PR,18.09,-66.57
VILLAS DEL LAUREL 1,PR,18.09,-66.57
VILLAS DEL LAUREL 2,PR,18.09,-66.57
VILLAS DEL TUREY,PR,18.09,-66.57
CULEBRA,PR,18.31,-65.3
DORADO,PR,18.47,-66.27
BO ARENAL,PR,18.47,-66.27
BO SALDINERA,PR,18.47,-66.27
BOSQUE DORADO,PR,18.47,-66.27
CHALETS DE DORADO,PR,18.47,-66.27
COMUNIDAD ARENALES,PR,18.47,-66.27
COMUNIDAD ARENALES II,PR,18.47,-66.27
HACIENDA MI QUERIDO VIEJO,PR,18.47,-66.27
JARD DE DORADO,PR,18.47,-66.27
JARD DORADO,PR,18.47,-66.27
PARC EL COTTO,PR,18.47,-66.27
PARC MAMEYAL,PR,18.47,-66.27
PARC SAN ANTONIO,PR,18.47,-66.27
PASEO DEL MAR,PR,18.47,-66.27
PASEO DEL SOL,PR,18.47,-66.27
PASEO LAS OLAS,PR,18.47,-66.27
PASEO LAS PALMAS,PR,18.47,-66.27
PASEO LOS CORALES,PR,18.47,-66.27
PASEO LOS CORALES II,PR,18.47,-66.27
QTAS DE DORADO,PR,18.47,-66.27
SECT LA ALDEA,PR,18.47,-66.27
URB COSTA DE ORO,PR,18.47,-66.27
URB DORADO COUNTRY ESTS,PR,18.47,-66.27
URB DORADO DEL MAR,PR,18.47,-66.27
URB DORADO REEF,PR,18.47,-66.27
URB DORAVILLE,PR,18.47,-66.27
URB GABLES BREEZE,PR,18.47,-66.27
URB GOLDEN HLS,PR,18.47,-66.27
URB LOS MONTES,PR,18.47,-66.27
URB LOS PRADOS NORTE,PR,18.47,-66.27
URB LOS PRADOS SUR,PR,18.47,-66.27
URB MARTORELL,PR,18.47,-66.27
URB MIRAFLORES,PR,18.47,-66.27
URB MONTE BELLO,PR,18.47,-66.27
URB MONTE ELENA,PR,18.47,-66.27
URB MONTE MAYOR,PR,18.47,-66.27
URB MONTE VERDE,PR,18.47,-66.27
URB MONTELINDO,PR,18.47,-66.27
URB MONTEREAL,PR,18.47,-66.27
URB PAISAJES DE DORADO,PR,18.47,-66.27
URB PALMAR DORADO NORTE,PR,18.47,-66.27
URB SABANERA DORADO,PR,18.47,-66.27
URB SANTA BARBARA,PR,18.47,-66.27
URB THE CLUSTERS,PR,18.47,-66.27
URB THE ESTATES,PR,18.47,-66.27
VALLE DORADO,PR,18.47,-66.27
VILLA PLATA,PR,18.47,-66.27
VILLA SANTA,PR,18.47,-66.27
VILLA SANTA II,PR,18.47,-66.27
ENSENADA,PR,17.96,-66.94
URB BACO,PR,17.96,-66.94
FAJARDO,PR,18.33,-65.65
ALTS DE MONTE BRISAS,PR,18.33,-65.65
ALTS DE SAN PEDRO,PR,18.33,-65.65
BDA OBRERA,PR,18.33,-65.65
BDA ROOSEVELT,PR,18.33,-65.65
BO JERUSALEM,PR,18.33,-65.65
BO PROYECTO FEMA,PR,18.33,-65.65
BO PROYECTO VEVE CALZADA 3,PR,18.33,-65.65
BO VEGA BAJA,PR,18.33,-65.65
EXT MELENDEZ,PR,18.33,-65.65
EXT VEVE CALZADA,PR,18.33,-65.65
JARD DE MONTE BRISAS,PR,18.33,-65.65
LA COSTA APTS,PR,18.33,-65.65
MANS PUNTA DEL ESTE,PR,18.33,-65.65
QTAS DE FAJARDO,PR,18.33,-65.65
TERR DEMAJAGUA,PR,18.33,-65.65
TERR DEMAJAGUA 2,PR,18.33,-65.65
URB ALHAMBRA,PR,18.33,-65.65
URB ALTAMIRA,PR,18.33,-65.65
URB BARALT,PR,18.33,-65.65
URB BATEY,PR,18.33,-65.65
URB FAJARDO GDNS,PR,18.33,-65.65
URB GARCIA PONCE,PR,18.33,-65.65
URB LA COSTA GDNS HOMES,PR,18.33,-65.65
URB MARINES,PR,18.33,-65.65
URB MELENDEZ,PR,18.33,-65.65
URB MONTE BRISAS 2,PR,18.33,-65.65
URB MONTE BRISAS 3,PR,18.33,-65.65
URB MONTE BRISAS 5,PR,18.33,-65.65
URB MONTE VISTA,PR,18.33,-65.65
URB MONTEMAR,PR,18.33,-65.65
URB NARANJO VALLEY,PR,18.33,-65.65
URB PUERTAS DEL SOL,PR,18.33,-65.65
URB RAFAEL BERMUDEZ,PR,18.33,-65.65
URB SAN PEDRO,PR,18.33,-65.65
URB SANTA ISIDRA 1,PR,18.33,-65.65
URB SANTA ISIDRA 2,PR,18.33,-65.65
URB SANTA ISIDRA 3,PR,18.33,-65.65
URB SANTA ISIDRA 4,PR,18.33,-65.65
URB VEVE CALZADA,PR,18.33,-65.65
URB VIERA,PR,18.33,-65.65
VILLA CLARITA,PR,18.33,-65.65
VILLA MARINA,PR,18.33,-65.65
VISTAS DEL CONVENTO,PR,18.33,-65.65
VISTAS DEL MAR,PR,18.33,-65.65
FLORIDA,PR,18.36,-66.56
ALT DE FLORIDA,PR,18.36,-66.56
EST DE ARROYO,PR,18.36,-66.56
REPTO SEOANE,PR,18.36,-66.56
URB ALTOS DE FLORIDA,PR,18.36,-66.56
URB LAS FLORES,PR,18.36,-66.56
URB VEGAS DE FLORIDA,PR,18.36,-66.56
GARROCHALES,PR,18.45,-66.6
HACIENDA DE GARROCHALES,PR,18.45,-66.6
URB LOS JARDINES,PR,18.45,-66.6
GUANICA,PR,17.97,-66.93
BDA ESPERANZA,PR,17.97,-66.93
BO LA LUNA,PR,17.97,-66.93
URB BAHIA,PR,17.97,-66.93
URB SAGRADO CORAZON,PR,17.97,-66.93
URB SANTA CLARA,PR,17.97,-66.93
VISTA MAR,PR,17.97,-66.93
GUAYAMA,PR,17.97,-66.11
ALTS DEL OLIMPO,PR,17.97,-66.11
BDA BLONDET,PR,17.97,-66.11
BDA BORINQUEN,PR,17.97,-66.11
BDA MARIN,PR,17.97,-66.11
BDA SANTA ANA,PR,17.97,-66.11
BO MACHETE,PR,17.97,-66.11
BO OLIMPO,PR,17.97,-66.11
BRISAS DEL MAR,PR,17.97,-66.11
BRISAS DEL MAR ELDERLY,PR,17.97,-66.11
CHALETS DE BRISAS DEL MAR,PR,17.97,-66.11
COMUNIDAD MIRAMAR,PR,17.97,-66.11
COMUNIDAD PUENTE JOBOS,PR,17.97,-66.11
COMUNIDAD SAN MARTIN,PR,17.97,-66.11
HACIENDA GUAMANI,PR,17.97,-66.11
HACIENDA JAZMIN,PR,17.97,-66.11
JARD DE GUAMANI,PR,17.97,-66.11
JARD DE MONTE OLIVO,PR,17.97,-66.11
PARC NUEVA OLIMPO,PR,17.97,-66.11
RES VALLES DE GUAYAMA,PR,17.97,-66.11
URB ALGARROBOS,PR,17.97,-66.11
URB BELLO HORIZONTE,PR,17.97,-66.11
URB CAMINO DE LA PRINCESA,PR,17.97,-66.11
URB CARIBE MAR,PR,17.97,-66.11
URB COSTA AZUL,PR,17.97,-66.11
URB DORADO,PR,17.97,-66.11
URB EL LEGADO GOLF RESORT,PR,17.97,-66.11
URB GREEN HLS,PR,17.97,-66.11
URB GUAYAMA VALLEY,PR,17.97,-66.11
URB REXMANOR,PR,17.97,-66.11
URB VISTAMAR 3,PR,17.97,-66.11
URB VIVES,PR,17.97,-66.11
VALLES DE GUAYAMA,PR,17.97,-66.11
VILLA ROSA,PR,17.97,-66.11
VILLA ROSA 1,PR,17.97,-66.11
VILLA ROSA 2,PR,17.97,-66.11
VILLA ROSA 3,PR,17.97,-66.11
GUAYANILLA,PR,18.02,-66.79
BDA GUAYDIA,PR,18.02,-66.79
BO LOS SITIOS,PR,18.02,-66.79
EXT SANTA ELENA 2,PR,18.02,-66.79
EXT SANTA ELENA 3,PR,18.02,-66.79
URB MONTE CLARO,PR,18.02,-66.79
URB SAN AUGUSTO,PR,18.02,-66.79
URB SANTA ELENA,PR,18.02,-66.79
URB SANTA ELENA 2,PR,18.02,-66.79
URB STELLA,PR,18.02,-66.79
VILLA DEL RIO,PR,18.02,-66.79
GUAYNABO,PR,18.38,-66.11
BDA VIETNAM,PR,18.38,-66.11
BO AMELIA,PR,18.38,-66.11
BO SABANA,PR,18.38,-66.11
VILLA CONCEPCION 1,PR,18.38,-66.11
VILLA CONCEPCION 2,PR,18.38,-66.11
ALT DE TORRIMAR,PR,18.38,-66.11
BDA BUEN SAMARITANO,PR,18.38,-66.11
BDA SAN MIGUEL,PR,18.38,-66.11
BO BUEN SAMARITANO,PR,18.38,-66.11
BO JUAN DOMINGO,PR,18.38,-66.11
CHALET DE LA REINA,PR,18.38,-66.11
EST DE TORRIMAR,PR,18.38,-66.11
EXT VICTOR BRAEGER,PR,18.38,-66.11
EXT VILLA CAPARRA,PR,18.38,-66.11
MANS DE TINTILLO,PR,18.38,-66.11
MANS GARDEN HLS,PR,18.38,-66.11
PARQ DE VILLA CAPARRA,PR,18.38,-66.11
PARQ MEDITERRANEO,PR,18.38,-66.11
REPTO SANTANA,PR,18.38,-66.11
TERRS DE TINTILLO,PR,18.38,-66.11
URB ARBOLEDA,PR,18.38,-66.11
URB GARDEN CT,PR,18.38,-66.11
URB GARDEN HLS,PR,18.38,-66.11
URB GARDEN HLS EST,PR,18.38,-66.11
URB GARDEN HLS VILLAS,PR,18.38,-66.11
URB GARDENVILLE,PR,18.38,-66.11
URB LOS FRAILES NORTE,PR,18.38,-66.11
URB MARTIN CT,PR,18.38,-66.11
URB NOVAS CT,PR,18.38,-66.11
URB PRADO ALTO,PR,18.38,-66.11
URB SEVILLA BILTMORE,PR,18.38,-66.11
URB SUCHVILLE,PR,18.38,-66.11
URB SUSAN CT,PR,18.38,-66.11
URB SUSAN CT CHALETS,PR,18.38,-66.11
URB TINTILLO GDNS,PR,18.38,-66.11
URB TINTILLO HLS,PR,18.38,-66.11
URB TORRIMAR,PR,18.38,-66.11
URB VICTOR BRAEGER,PR,18.38,-66.11
VILLA CAPARRA,PR,18.38,-66.11
VILLAS DE CAPARRA,PR,18.38,-66.11
VILLAS DE PRADO ALTO,PR,18.38,-66.11
VILLAS DE TINTILLOS,PR,18.38,-66.11
VILLAS DE TRUJILLO,PR,18.38,-66.11
ALT DE SAN PATRICIO,PR,18.38,-66.11
AMELIA IND PARK,PR,18.38,-66.11
CAPARRA HLS IND PARK,PR,18.38,-66.11
EXT ALTS DE SAN PATRICIO,PR,18.38,-66.11
METRO OFFICE PARK,PR,18.38,-66.11
PARQ SAN PATRICIO,PR,18.38,-66.11
REXCO IND PARK,PR,18.38,-66.11
URB CAPARRA HLS,PR,18.38,-66.11
URB GOLDEN GATE,PR,18.38,-66.11
URB PARKSIDE,PR,18.38,-66.11
URB SAN PATRICIO,PR,18.38,-66.11
URB SAN PATRICIO MEADOWS,PR,18.38,-66.11
ALT DE SANTA MARIA,PR,18.38,-66.11
ALT DE TORRIMAR ESTE,PR,18.38,-66.11
BOSQUE DE LOS FRAILES,PR,18.38,-66.11
CHALETS DE ALTAVISTA,PR,18.38,-66.11
CHALETS DE SANTA CLARA,PR,18.38,-66.11
COLINAS DE GUAYNABO,PR,18.38,-66.11
COLINAS DE PARKVILLE,PR,18.38,-66.11
COLINAS METROPOLITANA,PR,18.38,-66.11
EXT PARKVILLE,PR,18.38,-66.11
EXT SANTA PAULA,PR,18.38,-66.11
EXT TERRS DE GUAYNABO,PR,18.38,-66.11
MANS DE ALEJANDRINO,PR,18.38,-66.11
MANS DE GUAYNABO,PR,18.38,-66.11
MANS DE SANTA PAULA,PR,18.38,-66.11
MANS REALES,PR,18.38,-66.11
PARQ DE BUCARE,PR,18.38,-66.11
PARQ DE BUCARE II,PR,18.38,-66.11
PARQ SAN RAMON,PR,18.38,-66.11
PARQ TORREMOLINOS,PR,18.38,-66.11
QTAS REALES,PR,18.38,-66.11
REPTO LA ESPERANZA,PR,18.38,-66.11
TERRS DE GUAYNABO,PR,18.38,-66.11
URB ALTO APOLO,PR,18.38,-66.11
URB ALTO APOLO STATES,PR,18.38,-66.11
URB APOLO,PR,18.38,-66.11
URB BALDWIN MANSIONS,PR,18.38,-66.11
URB BALDWIN PARK,PR,18.38,-66.11
URB BELLOMONTE,PR,18.38,-66.11
URB BUCARE,PR,18.38,-66.11
URB BUCARE GDNS,PR,18.38,-66.11
URB CERRO REAL,PR,18.38,-66.11
URB COLIMAR,PR,18.38,-66.11
URB COLLEGEVILLE,PR,18.38,-66.11
URB EL ALAMO,PR,18.38,-66.11
URB EL JARD DE GUAYNABO,PR,18.38,-66.11
URB EL PALMAR DE TORRIMAR,PR,18.38,-66.11
URB FRAILES SUR,PR,18.38,-66.11
URB HIGHLAND GDNS,PR,18.38,-66.11
URB JUAN PONCE DE LEON,PR,18.38,-66.11
URB LA COLINA,PR,18.38,-66.11
URB LA LOMITA,PR,18.38,-66.11
URB LA VILLA DE TORRIMAR,PR,18.38,-66.11
URB LOS FRAILES SUR,PR,18.38,-66.11
URB MALLORCA,PR,18.38,-66.11
URB MONTE ALVERNIA,PR,18.38,-66.11
URB MONTE OLIMPO,PR,18.38,-66.11
URB MUNOZ RIVERA,PR,18.38,-66.11
URB OASIS GDNS,PR,18.38,-66.11
URB PALMA REAL,PR,18.38,-66.11
URB PARKVILLE,PR,18.38,-66.11
URB PINEIRO,PR,18.38,-66.11
URB PONCE DE LEON,PR,18.38,-66.11
URB SAN FRANCISCO JAVIER,PR,18.38,-66.11
URB SAN RAMON,PR,18.38,-66.11
URB SANTA PAULA,PR,18.38,-66.11
URB SIERRA BERDECIA,PR,18.38,-66.11
URB TERRANOVA,PR,18.38,-66.11
URB TIERRA ALTA I,PR,18.38,-66.11
URB TIERRA ALTA II,PR,18.38,-66.11
URB TIERRA ALTA III,PR,18.38,-66.11
URB TORREMOLINOS,PR,18.38,-66.11
URB TORRIMAR EST,PR,18.38,-66.11
VILLA AVILA,PR,18.38,-66.11
VILLA CLEMENTINA,PR,18.38,-66.11
VILLA LISSETTE,PR,18.38,-66.11
VILLAS DEL PARQUE,PR,18.38,-66.11
VILLAS REALES,PR,18.38,-66.11
VISTAS DE GUAYNABO,PR,18.38,-66.11
URB CAMINO DEL MONTE,PR,18.38,-66.11
URB LA FONTANA DE TORRIMAR,PR,18.38,-66.11
GURABO,PR,18.25,-65.97
ALT DE MONTEBRISAS,PR,18.25,-65.97
BDA CAMPAMENTO,PR,18.25,-65.97
EST DE GRAN VISTA,PR,18.25,-65.97
EST DE SANTA BARBARA,PR,18.25,-65.97
EST SIERVAS DE MARIA,PR,18.25,-65.97
EXT LLANOS DE GURABO,PR,18.25,-65.97
EXT VILLA MARINA,PR,18.25,-65.97
JARD DE GURABO,PR,18.25,-65.97
LOMAS DEL SOL,PR,18.25,-65.97
MANS DE NAVARRO,PR,18.25,-65.97
MANS DE SANTA BARBARA,PR,18.25,-65.97
PARC NUEVAS,PR,18.25,-65.97
PARQ LAS AMERICAS,PR,18.25,-65.97
PASEO DE SANTA BARBARA,PR,18.25,-65.97
PRADERAS DE NAVARRO,PR,18.25,-65.97
URB ALTAPAZ,PR,18.25,-65.97
URB BAJO COSTO,PR,18.25,-65.97
URB EL VIVERO,PR,18.25,-65.97
URB GRAN VISTA I,PR,18.25,-65.97
URB GRAN VISTA II,PR,18.25,-65.97
URB HEAVENLY VW EST,PR,18.25,-65.97
URB HORIZONTE,PR,18.25,-65.97
URB LLANOS DE GURABO,PR,18.25,-65.97
URB LOS FLAMBOYANES,PR,18.25,-65.97
URB LOS ROBLES,PR,18.25,-65.97
URB MONTE SUBACIO,PR,18.25,-65.97
URB OREILLY,PR,18.25,-65.97
URB PARAISO DE GURABO,PR,18.25,-65.97
URB PRECIOSA,PR,18.25,-65.97
URB REINA DE LOS ANGELES,PR,18.25,-65.97
URB SABANERA DEL RIO,PR,18.25,-65.97
URB VEREDAS,PR,18.25,-65.97
VALLE DE ENSUENO,PR,18.25,-65.97
VALLE DE SANTA BARBARA,PR,18.25,-65.97
VALLE DEL TESORO,PR,18.25,-65.97
VILLA ALEGRE,PR,18.25,-65.97
VILLAS DE GURABO,PR,18.25,-65.97
VILLAS DEL CARMEN,PR,18.25,-65.97
VISTA LAGO,PR,18.25,-65.97
HATILLO,PR,18.48,-66.82
ALT DE HATILLO,PR,18.48,-66.82
BDA CLAN,PR,18.48,-66.82
BRISAS DE HATILLO,PR,18.48,-66.82
COLINAS DE HATILLO,PR,18.48,-66.82
EST DE CARRIZALES,PR,18.48,-66.82
EST DE LA CEIBA,PR,18.48,-66.82
EXT SAN RAMON,PR,18.48,-66.82
EXT VILLA DEL CARMEN,PR,18.48,-66.82
PARC SANTA ROSA,PR,18.48,-66.82
SECT AVILES,PR,18.48,-66.82
URB CORALES DE HATILLO,PR,18.48,-66.82
URB COSTA NORTE,PR,18.48,-66.82
URB HATILLO DEL MAR,PR,18.48,-66.82
URB LAS PALMAS,PR,18.48,-66.82
URB MAR AZUL,PR,18.48,-66.82
HORMIGUEROS,PR,18.14,-67.12
BO LAVADERO,PR,18.14,-67.12
COLINAS DEL OESTE,PR,18.14,-67.12
HACIENDA LA MONSERRATE,PR,18.14,-67.12
HACIENDAS CONSTANCIA,PR,18.14,-67.12
PARC SAN ROMUALDO,PR,18.14,-67.12
URB MONTEBELLO,PR,18.14,-67.12
URB VERDUN,PR,18.14,-67.12
URB VERDUN II,PR,18.14,-67.12
VALLE HERMOSO,PR,18.14,-67.12
VILLA ZORAIDA,PR,18.14,-67.12
HUMACAO,PR,18.15,-65.81
ALTS DE SAN BENITO,PR,18.15,-65.81
BDA AZUCENA,PR,18.15,-65.81
BDA PRAA,PR,18.15,-65.81
CIUDAD CRISTIANA,PR,18.15,-65.81
COLINAS DEL ESTE,PR,18.15,-65.81
EST DE LA LOMA,PR,18.15,-65.81
EXT COTTO MABU,PR,18.15,-65.81
EXT ROIG,PR,18.15,-65.81
EXT SAN ANTONIO,PR,18.15,-65.81
JARD DE HUMACAO,PR,18.15,-65.81
MANS DEL CARIBE,PR,18.15,-65.81
PARQ DE CANDELERO,PR,18.15,-65.81
PLAZA DEL MAR,PR,18.15,-65.81
QTAS DE HUMACAO,PR,18.15,-65.81
REPTO SAN FELIPE,PR,18.15,-65.81
URB BUZO,PR,18.15,-65.81
URB EL RECREO,PR,18.15,-65.81
URB HARBOUR PT,PR,18.15,-65.81
URB LA ESTANCIA,PR,18.15,-65.81
URB LA PATAGONIA,PR,18.15,-65.81
URB LAS LEANDRAS,PR,18.15,-65.81
URB LOS MAESTROS,PR,18.15,-65.81
URB LOS ROSALES,PR,18.15,-65.81
URB LOS SAUCES,PR,18.15,-65.81
URB MABU,PR,18.15,-65.81
URB MIRADERO,PR,18.15,-65.81
URB PALMANOVA,PR,18.15,-65.81
URB PALMANOVA VLG,PR,18.15,-65.81
URB PALMAS PLANTATION,PR,18.15,-65.81
URB PALMAS REALES,PR,18.15,-65.81
URB PENINSULA DE SAN JUAN,PR,18.15,-65.81
URB PEREYO,PR,18.15,-65.81
URB RIVERA DONATO,PR,18.15,-65.81
URB SAN FRANCISCO,PR,18.15,-65.81
URB SANTA MARIA MAYOR,PR,18.15,-65.81
URB SUNRISE,PR,18.15,-65.81
VILLA HUMACAO,PR,18.15,-65.81
VILLA ORIENTE,PR,18.15,-65.81
VILLAS DE CANDELERO,PR,18.15,-65.81
VILLAS DEL RIO,PR,18.15,-65.81
VISTA HERMOSA,PR,18.15,-65.81
ISABELA,PR,18.5,-67.02
ALT DEL MAR,PR,18.5,-67.02
BDA LA MAYOR,PR,18.5,-67.02
BRISAS DEL CANAL,PR,18.5,-67.02
COMUNIDAD CAPIRO,PR,18.5,-67.02
COMUNIDAD EL CANON,PR,18.5,-67.02
COMUNIDAD EL RAMAL,PR,18.5,-67.02
COMUNIDAD GUANABANO,PR,18.5,-67.02
COMUNIDAD LOS PINOS,PR,18.5,-67.02
COMUNIDAD LOS PONCE,PR,18.5,-67.02
COMUNIDAD MANTILLA,PR,18.5,-67.02
COMUNIDAD RAMAL,PR,18.5,-67.02
COMUNIDAD SONUCO,PR,18.5,-67.02
EST DEL PARAISO,PR,18.5,-67.02
EST VELAZQUEZ,PR,18.5,-67.02
EXT VILLA ESPANA,PR,18.5,-67.02
HACIENDAS DE ISABELA,PR,18.5,-67.02
JARD MIRAMAR,PR,18.5,-67.02
MANS DEL ATLANTICO,PR,18.5,-67.02
PARC COTTO,PR,18.5,-67.02
PARC MORA GUERRERO,PR,18.5,-67.02
PRADERA REAL,PR,18.5,-67.02
QTAS DEL ATLANTICO,PR,18.5,-67.02
REPTO APOLONIO VELEZ RAMOS,PR,18.5,-67.02
REPTO CAPELLA,PR,18.5,-67.02
REPTO DURAN,PR,18.5,-67.02
REPTO JERUSALEN,PR,18.5,-67.02
REPTO LAS BRISAS,PR,18.5,-67.02
REPTO MIRAFLORES,PR,18.5,-67.02
REPTO MONTE CLARO,PR,18.5,-67.02
REPTO SAN ANTONIO,PR,18.5,-67.02
REPTO SANTA MARIA,PR,18.5,-67.02
REPTO VEGA BADILLO,PR,18.5,-67.02
REPTO VILLA Y MAR,PR,18.5,-67.02
REPTO YOMAIRA,PR,18.5,-67.02
RES LOMAS DEL SOL,PR,18.5,-67.02
SECT CACHICHUELAS,PR,18.5,-67.02
SECT CALIFORNIA,PR,18.5,-67.02
SECT CASIMIRO PEREZ,PR,18.5,-67.02
SECT LA MEDIA CUERDA,PR,18.5,-67.02
SECT LA PRA,PR,18.5,-67.02
SECT LAS COLINAS,PR,18.5,-67.02
SECT LAS MARIAS,PR,18.5,-67.02
SECT LAS UVAS,PR,18.5,-67.02
SECT LOS TOLEDO,PR,18.5,-67.02
SECT PUEBLO NUEVO,PR,18.5,-67.02
SECT ROTARIOS,PR,18.5,-67.02
SECT SAN ANTONIO DE LA TUNA,PR,18.5,-67.02
SECT TOCONES,PR,18.5,-67.02
SECT VERDUM,PR,18.5,-67.02
SECT VILLA LUNA,PR,18.5,-67.02
URB COSTA BRAVA,PR,18.5,-67.02
URB DOMENECH,PR,18.5,-67.02
URB FIGUEROA,PR,18.5,-67.02
URB HAU,PR,18.5,-67.02
URB ISLAZUL,PR,18.5,-67.02
URB LAMELA,PR,18.5,-67.02
URB LAS CEIBAS,PR,18.5,-67.02
URB LAS 3T,PR,18.5,-67.02
URB LLANOS DE ISABELA,PR,18.5,-67.02
URB MANUEL CORCHADO,PR,18.5,-67.02
URB MEDINA,PR,18.5,-67.02
URB SALVADOR RIOS,PR,18.5,-67.02
URB SANTA TERESITA,PR,18.5,-67.02
URB SOL Y MAR,PR,18.5,-67.02
VILLA ACEVEDO,PR,18.5,-67.02
VILLA GAMAL,PR,18.5,-67.02
VILLA KAREN,PR,18.5,-67.02
